id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
279673,4.356708826689592,Dorm,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron}",4,1.0,Real Bed,strict,True,SF,"A great room with flat screen TV, heater . House has a TV Roon with a 47"" TV and full kitchen. Wi Fii Free for Guests and no pets in the house. A great room with flat screen TV, heater . House has a TV Roon with a 60"" TV and full kitchen. Wi Fii Free for Guests and no pets in the house. Guests are welcome to use the main kitchen and living room in the house and share the bathroom with the other house residents. We have a coffee machine and a small fitness room that can be used by guests. Keyless coded entry into both the home and your private room at your Our house is located 2 blocks to the muni station, 1 mile to CALTRAIN and 1 mile to HWY 101 access. Liquor store, McDonald and 7Eleven less then 1 mile away. 101 accOur house is located 2 blocks to the muni station, 1 mile to CALTRAIN and 1 mile to HWY ess. We are a family originally from Brazil. We speak English, Portuguese and Spanish. Our goal is to provide a good stay to our guests.",2016-03-19,t,t,100%,2015-09-29,t,2017-09-26,37.720298131786116,-122.39507513374632,#5 Master Suite,Bayview,90,82.0,https://a0.muscache.com/im/pictures/b427df2c-b30a-46d6-aeb7-d64ede04a599.jpg?aki_policy=small,94124,1.0,2.0
18092308,4.204692619390967,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1.0,Real Bed,strict,False,NYC,"Tucked away in a gorgeous prewar building, this apartment provides the perfect oasis for summer in the city! Steps away from the Franklin Ave 4/5/2/3/S stop and The Brooklyn Museum, Botanic Gardens, Brooklyn Public Library and Prospect Park. Our common space includes a newly-renovated working kitchen and a living space with an ultra-comfy couch and vintage chair, along with a TV with set up with AppleTV (with full access to commercial-free Hulu, Netflix, HBOGo, ShowtimeAnytime, FXNOW, etc.) There are three bedrooms, yours is the biggest! Soft natural light fills the space every morning. Comfortable queen-sized bed, you will have full access to the closet and a 3-drawer dresser. The living room window unit tends to cool the whole home, but for extra cooling, the bedroom also features a powerful ceiling fan. Full access to your bedroom, the common space, shared bathroom, and basement laundry room. The apartment straddles both Crown Heights and Prospect Heights. You'll be right off the ub",2016-05-17,t,f,,2014-02-17,f,2016-05-17,40.67044704827072,-73.95895450575694,Spacious Bedroom on Eastern Parkway,Crown Heights,1,,https://a0.muscache.com/im/pictures/1eb2d531-b5c4-4423-b249-af4795f4d3d6.jpg?aki_policy=small,11238.0,1.0,3.0
16838101,7.1308988302963465,Townhouse,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Private entrance""}",8,2.5,Real Bed,strict,True,DC,"Enjoy this gorgeous townhouse in the heart of our nation's capital. Two blocks from the Capitol Buidling and the Mall, you're moments away from everything Washington DC has to offer. Stroll down the Hill to discover dozens of monuments and museums or explore the historic Capitol Hill neighborhood. 10min walk to Eastern Market with shops and amazing restaurants. Less than 10min walk to Union Station. Convenient public transit access. Perfect for families or groups. Street parking. No pets.",,t,t,,2014-11-24,f,,38.89362898141544,-77.00185223241877,3bdrm Townhouse Two Blocks from Capitol Building,Capitol Hill,0,,https://a0.muscache.com/im/pictures/d3e8c7ff-ce32-4860-a0e3-ec90acaf5b27.jpg?aki_policy=small,20002,3.0,2.0
17499924,5.1929568508902095,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1.0,Real Bed,moderate,False,DC,"You’ll love my place for the kitchen, the coziness, the location, the neighborhood, proximity to public transit options, and the nearby bars and restaurants. My place is good for couples, solo adventurers, business travelers, families, and pets. The apartment is located just off of 14th Street in the popular Northwest neighborhood of Columbia Heights and is just steps from the Columbia Heights Metro Station. Available for Presidential Inauguration Weekend! (January 20, 2017) The space is a luxury one-bedroom apartment with brand new wood floors and a kitchen that features granite countertops, easy-close drawers, new appliances, high-quality cookwear, and dining area. The apartment can accommodate up to four persons, with a queen bed in the master bedroom and a pull-out sofa in the living room. The apartment building is accessed by an electronically-controlled door for which you will be given a key. The apartment door is also accessed by key and has both doorknob and deadbolt locks. Gue",2017-01-23,t,t,100%,2016-01-06,f,2017-04-15,38.933440967394795,-77.0343814375714,Columbia Heights Luxury Hideaway,Columbia Heights,2,100.0,https://a0.muscache.com/im/pictures/96d156c5-7d7f-43b6-abba-e1b3d3b4b35b.jpg?aki_policy=small,20010,1.0,2.0
10459888,4.624972813284272,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1.0,Real Bed,moderate,True,DC,"Two bedroom apartment with one queen and one full sized bed, well-appointed kitchen, and easy access to all of DC. Located just 4 blocks from Eastern Market, and walking distance to the Capitol building, the Supreme Court, and the National Mall, it is a prime location for those interested in seeing the city and experiencing the city life.  The neighborhood is safe during all hours and the apartment complex requires keys to enter the building as well as the apartment. You will have the apartment to yourself, but I'm available by phone or text for any questions/issues that may arise.  I've been in the DC area for over 7 years and would love to point you to many of the great local restaurants and sights of interest. Conveniently located within blocks of great restaurants, bars, the Capitol, Nats Stadium, and more.  5 minute walk to Eastern Market Metro, the bus, and bikeshare.   Four blocks to 2 grocery stores, 2 coffee shops, and an ice cream shop! For those who are driving, parking thro",2014-05-22,t,t,,2014-04-21,f,2017-01-21,38.88463903803827,-76.99248987776842,Amazing Capitol Hill Location,Capitol Hill,42,92.0,,20003,2.0,2.0
15952368,5.0106352940962555,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Elevator,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1.0,Real Bed,flexible,False,NYC,"Modern, beautiful, hi end, fully furnished new TRUE 2 bedroom directly on the park, with the most amazing views in Manhattan from huge windows on a high floor! Fully equipped, large open kitchen with an enormous granite counter; open living and dining area; master + child's room;  Available for short term stay this summer; weekends or weekday, one night, one week or 3 weeks; one master bedroom available or the whole apartment. WiFi, cable, linens, coffee machine, dishwasher. GYM. Recently renovated beautiful, safe, building; directly on the Morningside park looking at the Cathedral of St. John the Divine ((SENSITIVE CONTENTS HIDDEN) it all, it's amazing!); modern and brand new gym in building; laundry in basement. One block from Central Park. Major Subway / Bus stations on the corner; Harlem's ""restaurant row"" one block away. Museum row just across Central Park. Direct lines and short commute to midtown / downtown. Offer available July and August. Price varies depending on your stay; $",,t,f,100%,2016-08-12,f,,40.80217835776362,-73.95801394221317,BEST VIEWS IN MANHATTAN - FAMILY VACATION - PARKS,Harlem,0,,,10026,2.0,3.0
15564415,5.187385805840755,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",4,2.0,Real Bed,flexible,True,LA,"This quite, tranquil 2 bedroom/2 bathroom is nestled at the end of a non-thru street for extra privacy but is also centrally located next to everything Venice Beach has to offer. Right next to the canals and a quick walk to the beach and Abbot Kinney There is plenty of space in this home with two bedrooms, two full baths, a back house with a washer and dryer as well as a fenced in backyard. This house is close walking distance to Abbott-Kinney, the beach, Washington Pier, the Venice Beach Boardwalk and the Venice Canals. You will have access to the entire home, the back house and the backyard. You have full access to the kitchen, the backyard grill, the driveway and the washer and dryer. I will not be in town but will be available via cell.",2015-11-29,t,f,,2014-10-09,f,2016-09-03,33.98519687425844,-118.46244836406626,Bohemian Bungalow in Venice Beach,Venice,3,100.0,,90291,2.0,2.0
18431462,5.814130531825067,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1.0,Real Bed,flexible,False,NYC,"My place is close to Chavela's. You’ll love my place because of the coziness and the location. My place is good for couples, solo adventurers, and business travelers.",,t,f,,2014-07-22,f,,40.674513057607406,-73.95754447820012,Good Apartment - Safe Neighborhood,Crown Heights,0,,https://a0.muscache.com/im/pictures/1bde0897-dc20-4fe8-aee8-d24c40c416a5.jpg?aki_policy=small,11238.0,1.0,1.0
19860683,4.174387269895637,Apartment,Private room,"{TV,""Wireless Internet"",Pool,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1.0,Real Bed,flexible,False,LA,My place is close to Restaurants and bars. 6 miles from Santa Monica Beach. Very close to UCLA. . You’ll love my place because of the neighborhood and central location for LA. My place is good for couples and solo adventurers. Close to public transportation. Very close to 405 Freeway and close to 10 Freeway.,,t,f,100%,2014-11-19,f,,34.06115200619224,-118.46993847083384,Private Bedroom in Brentwood.,Brentwood,0,,https://a0.muscache.com/im/pictures/c863e4cd-5a5d-4229-ad1b-fb255e96d38b.jpg?aki_policy=small,90049,1.0,1.0
15583747,4.442651256490317,Loft,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}",2,1.0,Real Bed,moderate,True,LA,"This is a photo studio and creative space in the heart of DTLA but the room also allows for your own privacy. From food to shopping, everything is in walking distance. Get the full downtown LA experience at this live/work loft! The private room available is spacious, minimal, dim lit and clean. The room includes a full size bed (fits up to two), clothing rack and a desk.  The spacious bathroom (only 1 in the space) is located right outside the bedroom. Guests have full access to the kitchen and living room space. Feel free to make some coffee with our Keurig, use any of our kitchenware to cook a meal, or catch a movie on our projector! **If you would like to shoot in the space, that will come at a separate price through (URL HIDDEN) I often work from home, but I am available to guests at any time. I will also strive to respect your space and privacy. The historical core of Downtown LA is one of the most interesting neighborhoods in Los Angeles. The area is up and coming and populated w",2016-02-01,t,t,,2015-08-22,f,2016-02-01,34.04603322409008,-118.24901440851612,Private Room in Spacious DTLA Loft,,1,100.0,https://a0.muscache.com/im/pictures/c551ea33-61e5-44a9-9206-acb825596dc6.jpg?aki_policy=small,90013,1.0,1.0
18508470,5.298317366548036,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials}",4,1.0,Real Bed,strict,True,NYC,"A unique and elegant apartment in the heart of East Village. Updated kitchen and bath, exposed brick, 3rd floor walk-up. 5 minute walk to L train subway stop, Tompkins Square Park and St. Mark's Place. 10 minute walk to Union Square and Astor Place. This beautiful and unique apartment is available to rent by the week or month. Spend time in the heart of East Village—great restaurants, fun shopping and only minutes on foot to Astor Place, Union Square, Irving Place and much more. Quick 5 minute walk to the L train subway stop. There is one full-size bed and an additional pull-out couch with a Queen sleeper. So the apartment can sleep 4 ... though it's a small space and would likely be more comfortable for 2 or 3 people.",2014-09-01,t,t,,2013-01-02,f,2017-07-06,40.729148106826074,-73.98500633151781,Charming 1-Bedroom in East Village,East Village,19,96.0,https://a0.muscache.com/im/pictures/89934899/0f07db4d_original.jpg?aki_policy=small,10003.0,1.0,2.0
2926247,5.521460917862246,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",4,1.0,Real Bed,strict,True,LA,"My place is close to Bloom Cafe, Hermanos Coffee and La Maison Du Pain. You’ll love it because of the totally private outdoor space, renovated and modern bathroom and kitchen and the cozy vibe! My place is good for couples, solo adventurers, and business travelers.",2016-12-31,t,t,100%,2011-03-17,f,2016-12-31,34.048498854844425,-118.34855534713512,Cozy 1920s renovated Spanish House,Mid-Wilshire,1,100.0,https://a0.muscache.com/im/pictures/91f83431-540e-43db-ac30-a4e1f7b9b1c4.jpg?aki_policy=small,90019,2.0,1.0
16726217,5.075173815233828,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1.0,Real Bed,strict,True,NYC,"My place is a cute, light filled room in an old building on one the best blocks in Soho. The apartment is very clean, fully stocked kitchen, updated appliances and has a very comfortable bed. Near all subway lines and located on the third floor. My place is a fully renovated two bedroom in an old building on one the best blocks in Soho. The apartment has an updated kitchen, bathroom, air conditioner, and a very comfortable bed. It is 3 flights up, quiet, and clean. Near ALL subway lines. **entire apartment is available upon request for certain times during the summer. The larger of the two bedrooms is available for stays.  Very comfortable queen sized bed.  Fresh linens and towels provided for stay.  Room gets amazing sunlight throughout the day.  Hangers and rolling rack provided for guests clothing.  Basic toiletries also provided, shampoo, conditioner, soap and toothpaste.  Guests will also have access to hairdryer and all kitchen equipment. 3rd floor walk-up. We are happy to provid",2016-05-03,t,t,80%,2011-01-27,f,2016-05-03,40.72640340943056,-74.00268672326831,Wonderful Large Room in Soho,Soho,2,100.0,https://a0.muscache.com/im/pictures/2c0ca0da-be74-4e95-af08-49617ee790d8.jpg?aki_policy=small,10012,1.0,1.0
15973571,4.605170185988092,Apartment,Private room,{},2,1.0,Real Bed,flexible,False,LA,"Great apartment, Remodeled and close to metro. Furnished bedroom. Clean bathroom and kitchen. Nice people. Share with 2 females. Safe. Secure.",,t,f,,2013-05-14,f,,34.06397870142381,-118.30388293412248,FURNISHED ROOM IN K TOWN LA,,0,,https://a0.muscache.com/im/pictures/50063512/4d0eeae2_original.jpg?aki_policy=small,90020,1.0,1.0
8283627,4.605170185988092,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,Shampoo}",2,1.0,Real Bed,strict,True,NYC,"Located in the vibrant and charming Upper East Side of Manhattan, this apartment in a historic pre-war walkup building is a quick stroll to hip restaurants, cafes, museums, and Central Park. This is a 2 bedroom apartment with 1 bathroom, kitchen, and living room with high ceilings throughout. I live in one of the bedrooms. Your room is a wonderfully quiet sanctuary in a lively neighborhood. You'll enjoy close proximity to transit, dining, and New York's many attractions. Your space is perfect for 1 person or a couple.  All the basic necessities are included: linens, some toiletries (shampoo, body wash, hair dryer), wifi, use of the kitchen. Your room is equipped with an air conditioning unit for use in the warmer months and an extra space heater in the winter for added warmth. I am happy to provide you with recommendations and any advice you may need about the city, but otherwise I will leave you alone so you can enjoy a nice, peaceful stay. While I work from home, my office is contain",2015-02-21,t,t,100%,2013-01-13,f,2017-06-05,40.77993290275949,-73.94879056343935,"Cozy, quiet room near Central Park",Upper East Side,59,93.0,https://a0.muscache.com/im/pictures/67325853/88656321_original.jpg?aki_policy=small,10128,1.0,1.0
470686,3.688879454113936,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1.0,Couch,flexible,False,LA,"Share my one bedroom one bath apartment  Large private third floor corner unit. Street parking,remote. 50 "" HD TV , cable, Massage chair, inversion table, internet, drafting table. wi-fi, cable TV and Netflix Pool , Laundry During the hot summer you will have the  Living room couch. The Living room to your self. Share the kitchen and bath.  Living room has tivo and a 50: HDTV. When I am there I keep to the room. I travel a lot and when I am at the unit it is pretty much for sleeping only. The place will basicly be yours to use freely. Street parking",2015-01-18,t,t,,2014-11-21,f,2016-03-26,34.19171756439881,-118.60769197335348,"One bedroom woodlan Hills, ca.",Woodland Hills/Warner Center,15,92.0,https://a0.muscache.com/im/pictures/59942000/47dbd9ea_original.jpg?aki_policy=small,91303,1.0,1.0
300329,3.8918202981106265,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",2,2.0,Real Bed,strict,False,Chicago,"Private bedroom with multiple bathrooms in a vintage style apartment located on the main street of Old Chinatown. Minutes away from local restaurants, downtown, public transit (both bus and train), Divvy Bike Stations, and McCormick Convention Center. Flexible booking/check-in/check-out with around the clock manager for any questions/help. 唐人街中心,交通饮食方便,卫生整洁｡唐人街中心区,周边各式中攴馆,地铁,巴士站就在旁边,到市中心,机场极为方便,默康尔国际会展中心就在附近,大量游客,商人,留学生,来自于中国各地,美国各地,是你到芝加哥中国城的最佳选择,价格经济买惠,适合大众。 Cozy vintage style apartment located in Chinatown. Spacious bedroom. Mostly quiet and unoccupied communal areas (living and dining area). 唐人街中心,交通饮食方便,卫生整洁｡唐人街中心区,周边各式中攴馆,地铁,巴士站就在旁边,到市中心,机场极为方便,默康尔国际会展中心就在附近,大量游客,商人,留学生,来自于中国各地,美国各地,是你到芝加哥中国城的最佳选择,价格经济买惠,适合大众。 Private bedroom, Free wifi, multiple bathrooms, basic dining and living space. 无线上网WiFi,微波炉、热水器 Around the clock on sight availability for any questions/help. 提供接送服务,机场车站院校,一日游,多日游 We've lived in this location since 2001 but we've living in the Chinatown area for nearly 27 ",2016-06-05,t,t,100%,2016-02-25,t,2017-05-07,41.84849955244306,-87.63114984811773,Chinatown (Private Bedroom)【1】中唐,,45,86.0,https://a0.muscache.com/im/pictures/0c17561c-daee-4b2b-b5fe-8f96cb55f984.jpg?aki_policy=small,60616,1.0,1.0
18324872,3.332204510175204,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1.0,Real Bed,strict,False,Chicago,Quiet place to relax and sleep doorsteps away from Lagunitas Brewery and 2 blocks from pink line train to Chicago Loop 2 blocks from California Pink Line Room only accommodates one person as the bed is a twin size and I will not allow guest to bring air-mattress for their guest to come sleep over,2017-02-01,t,f,100%,2015-06-18,t,2017-05-03,41.85819094499056,-87.69485697226128,Chicago 2720 (3F),,18,91.0,https://a0.muscache.com/im/pictures/dcf269ff-1d81-47aa-9d93-f6ae987f60d8.jpg?aki_policy=small,60608,1.0,1.0
6558552,5.416100402204419,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",2,1.0,Real Bed,flexible,True,NYC,"A beautiful recently renovated (2013) one bedroom apartment in one of the greatest blocks in the East Village. Exposed Brick, brand new appliances, high end furnishings, and a perfect location make this a one of a kind apt!",,t,f,,2014-11-17,f,,40.727206213928646,-73.98605279275951,Beautiful one bedroom in E. Village,East Village,0,,https://a0.muscache.com/im/pictures/60570358/806c7552_original.jpg?aki_policy=small,10009.0,1.0,1.0
8168089,4.605170185988092,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1.0,Real Bed,flexible,True,LA,"Private attached guesthouse with patio. 1 bdrm/1 bath/livingrm cable 40"" tv/dining area/bar stocked with water/soft drinks/coffee/mini frig. 10 min. to everything. Walk to AMC, 24H Fitness, restaurants, coffee shops. No smoking/pets. Nice cottage style guest house attached to Host house.  It is perfect for two people and in an ideal location for LA visitors who would like to be centrally located and away from the big city hustle.  This guesthouse is attached to the host house, but it is private with its own entrance and with a shaded patio.  That is, guests will not share house space with Hosts and may not even see hosts (other than at check-in), as this guesthouse is the fronthouse of the property (with front entrance) and the back (host) house has a separate entrance.     Fully furnished with 1 bedrroom w/full size bed, 1 full bath, livingroom (with Queen sofa bed), dinning area, mini refrigerator, and bar.  The bedroom has a full desk and chair for guests.  The bathroom has a standi",2016-04-10,t,t,,2016-02-22,f,2016-08-13,34.067739540615136,-118.13848612163164,Private Cottage Style Guest House,Alhambra,3,93.0,https://a0.muscache.com/im/pictures/ad29a911-70d4-4b1b-bcd4-6febb02cef87.jpg?aki_policy=small,91803,1.0,2.0
6869486,4.3694478524670215,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",2,1.0,Real Bed,strict,False,Boston,"Large room in quirky apartment in 110 year old house, three miles from the city center. Close to BMC, Longwood, and Fenway colleges. This room is more than big enough for two people (and maybe even a small pet). Very large, private room in an unpretentious funky apartment in a 110 year old house in the geographical heart of Boston which is 3 miles from the city center.  Longwood/Fenway hospitals and colleges are a little over one mile away - a nice walk.  Perfect for grad or visiting medical students or professionals who are looking for a temporary place to live while they do rotations in Boston or look for more permanent housing.  Room is really big with a firm queen size bed and eastern exposure. It has its own little sitting area. Closet is an Ikea Pax wardrobe. Rent includes: furnished room, bed linens and towels, electricity, gas, heat, wifi, and a kitchen stocked with all necessary accoutrements for cooking (guests provide their own food). Bathroom is shared as are living room an",2013-08-07,t,t,100%,2010-10-06,f,2017-09-04,42.32464780047054,-71.08869369998291,Big Boston room,Roxbury,13,100.0,https://a0.muscache.com/im/pictures/bde19083-5885-4b33-8e9e-f4cff4755af8.jpg?aki_policy=small,02119,1.0,1.0
15783855,5.521460917862246,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1.0,Real Bed,strict,True,NYC,"A modern, clean, you will not want to leave, kind of artsy, creative apartment.  Exposed brick and framed artwork throughout. Walk to Time Squares, Central Park, Empire State Building, Bryant Park, shops and endless restaurant choice. Very Creative Apartment Modern One bedroom with full kitchen and bath. Hell's Kitchen is an amazing neighborhood, from the top rated restaurants, a 2 block walk to the Hudson River and Time Squares.   You can walk to Central Park, Bryant Park, Empire State Building, NY 5th Ave Public Library, the list goes on and on.  Just an amazing place to live. Subway within walking distance to the apartment E,C,A,F,D,B,1,3,R,N,Q",2016-10-31,t,f,17%,2015-01-04,f,2017-08-12,40.762395167183826,-73.99135731329315,Modern One Bed Apt Near Time Square,Hell's Kitchen,3,93.0,,10036,1.0,2.0
6489970,4.605170185988092,Townhouse,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Private bathroom"",""Bed linens"",Microwave,Refrigerator}",2,1.0,Real Bed,strict,True,NYC,"Modern studio in 19th c. limestone building on tree-lined street in Crown Heights, Brooklyn. It boasts original fireplace details, parquet floors, private entrance and modern bathroom. Near to restaurants, museums, parks and all major transportation. PRIVATE Studio apartment in century old limestone building on tree-lined street.  Perfectly located in the historical Crown Heights neighbourhood of Brooklyn, NY.  Original fireplace details and parquet flooring create a great backdrop for the modern udpates to this studio apartment. Large window overlooking landscaped backyard* bathes this beautiful space with natural light. PRIVATE entrance and bathroom, which includes walk-in shower, towels and toiletries.  The studio is not a shared space, you alone have access. There is a microwave and small fridge in the room.  Also, the studio is Wi-Fi enabled so feel free to bring your laptops. Air conditioned  during summer months. Bordered by Bedford-Stuyvesant and Prospect Heights neighbourhoods",2011-01-01,t,t,100%,2010-12-08,f,2017-09-26,40.67780250962486,-73.94339455856279,BROOKLYN  STUDIO APARTMENT,Crown Heights,228,95.0,https://a0.muscache.com/im/pictures/6808336/59188617_original.jpg?aki_policy=small,11216.0,1.0,1.0
17957197,5.293304824724492,House,Private room,"{""Cable TV"",""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo}",2,1.0,Real Bed,flexible,False,SF,"A quintessential San Francisco, top level Condo w/ your own, private room (queen-sized bed) & bathroom (not in-suite).  Only 2-6 blocks to public transportation ideal for Moscone Center (the F Train, the 14 & 14L buses, BART & the underground lines).",2014-10-03,t,f,,2013-04-23,t,2014-12-07,37.770389577911956,-122.42458431617986,Superbowl (for 2) in SF!,Mission District,2,90.0,https://a0.muscache.com/im/pictures/51667641/010f3eac_original.jpg?aki_policy=small,94103,1.0,1.0
7356030,3.912023005428147,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",2,1.0,Real Bed,moderate,True,NYC,"Large apt in crown heights. Living room converted to bedroom with door that locks, full size futon, couch and tv with Netflix, HBO, Amazon, etc. Easy commute to Manhattan-20 mins, close to fun bars and restaurants. Share with respectful quiet female in other bedroom. Close to many trains, BK museum, park, bars and restaurants. Share kitchen and bathroom I am rarely around in apartment aside from occasional on weekends and nights bars and restaurants on Franklin ave such as Chavela's, The Crown Inn, Catfish, Bar Corvo, Franklin. Colina, tiki bar, lulu bagels on Nostrand A express train 10 mins walk away, 2/3/4/5 also within 10 min walk. Near many buses as well",2016-09-27,t,t,100%,2011-01-05,f,2017-09-24,40.67250679310978,-73.95093178338517,Large 1br apartment share in Bk,Crown Heights,13,97.0,https://a0.muscache.com/im/pictures/cecf243e-7ef4-4526-a30b-01669c3f9c0c.jpg?aki_policy=small,11216.0,1.0,1.0
